,Final_text,rating_class
661,quantum compute experimentation amazon braket explore amazon bracket quantum compute solve complex computational problems Alex_Khan,5
662,python feature engineer cookbook seventy recipes create engineer transform feature build machine learn model Soledad_Galli,4
663,master palo alto network deploy manage industryleading panos 10x solutions secure users infrastructure Tom_Piens,5
664,enterprise security datacentric approach secure enterprise Aaron_Woody,4
665,learn concurrency kotlin build highly efficient robust applications Miguel_Angel_Castiblanco_Torres,4
666,pytorch deep learn handson build cnns rnns gans reinforcement learn quickly easily Sherin_Thomas Sudhanshu_Passi,3
667,master nodejs community experience distil Sandro_Pasquali,4
668,magento two build worldclass online store create rich compel solutions magento two develop implement solutions theme extensions Fernando_J._Miguel Ray_Bogman,4
669,magento two development essentials Fernando_J._Miguel,4
670,handson deep learn apache spark build deploy distribute deep learn applications apache spark Guglielmo_Iozzia,4
671,cloud native python Manish_Sethi,2
672,powershell office three hundred and sixty-five automate office three hundred and sixty-five administrative task Martin_Machado Prashant_G_Bhoyar,4
673,master ios fourteen program build professionalgrade ios fourteen applications swift fifty-three xcode one hundred and twenty-four 4th edition Mario_Eguiluz_Alebicto Chris_Barker,4
674,learn openstack network build solid foundation virtual network technologies openstackbased cloud 3rd edition James_Denton,4
675,handson data science market improve market strategies machine learn use python r Yoon_Hyup_Hwang,4
676,unity two thousand and twenty-one cookbook one hundred and forty recipes take unity game development skills next level Matt_Smith Shaun_Ferns,5
677,citrix access gateway vpx five hundred and four essentials Andrew_Mallett,5
678,salesforce platform developer certification guide expert tip techniques mock test platform developer dev501 certification exam Jan_Vandevelde Gunther_Roskams,4
679,unity virtual reality project explore world virtual reality build immersive fun vr project use unity 3d Jonathan_Linowes,4
680,handson artificial intelligence cybersecurity implement smart ai systems prevent cyber attack detect threats network anomalies Alessandro_Parisi,4
681,cloud analytics google cloud platform endtoend guide process analyze big data use google cloud platform Sanket_Thodge,4
682,flask framework cookbook eighty prove recipes techniques python web development flask 2nd edition Shalabh_Aggarwal,4
683,spring boot cookbook Alex_Antonov,4
684,rabbitmq essentials build distribute scalable applications message queue use rabbitmq 2nd edition Lovisa_Johansson David_Dossot,4
685,reactjs essentials fastpaced guide design build scalable maintainable web apps reactjs Artemij_Fedosejev,4
686,learn wireshark confidently navigate wireshark interface solve realworld network problems Lisa_Bock,5
687,red hat enterprise linux troubleshoot guide Benjamin_Cane,5
688,blueprint visual script unreal engine faster way build game use ue4 blueprint 2nd edition Marcos_Romero Brenden_Sewell,4
689,android system program Roger_Ye,4
690,unreal engine four game development quick start guide program professional 3d game unreal engine four Rachel_Cordone,4
691,master apache storm Ankit_Jain,5
692,learn data structure algorithms golang level go program skills develop faster efficient code Bhagvan_Kommadi,4
693,software define network openflow Siamak_Azodolmolky,3
694,freeradius beginner guide Dirk_van_derWalt,4
695,run affinity designer practical easytofollow guide get speed powerful feature affinity designer one hundred and ten Kevin_House,5
696,react react native build crossplatform javascript apps native power mobile web desktop Adam_Boduch,4
697,handson docker microservices python design deploy operate complex system multiple microservices use docker kubernetes Jaime_Buelta,4
698,react native blueprint Emilio_Rodriguez_Martinez,3
699,implement aws design build manage infrastructure leverage aws feature build highly secure faulttolerant scalable cloud environments Yohan_Wadia Rowan_Udell,4
700,handson fullstack web development aspnet core learn endtoend web development lead frontend frameworks angular react vue Tamir_Dresher Amir_Zuker,4
701,ein lehrer packt aus aus der schule geplaudert satirischen versen anhang englische grammatikregeln merkversen German_Edition,5
702,python workshop learn code python kickstart career software development data science Andrew_Bird Dr_Lau_Cher_Han,4
703,neural network r build smart systems implement popular deep learn model r Giuseppe_Ciaburro Balaji_Venkateswaran,4
704,handson restful web service go develop elegant restful apis golang microservices cloud 2nd edition Naren_Yellavula,4
705,php eight program tip trick best practice practical guide php eight feature usage change advance program techniques Doug_Bierer Cal_Evans,5
706,modern computer vision pytorch explore deep learn concepts implement fifty realworld image applications V_Kishore_Ayyadevara Yeshwanth_Reddy,5
707,containerization lxc Konstantin_Ivanov,4
708,salesforce b2c solution architect handbook design scalable cohesive businesstoconsumer experience span salesforce customer three hundred and sixty products Mike_King,5
709,handson machine learn tensorflowjs guide build ml applications integrate web technology use tensorflowjs library Kai_Sasaki,5
710,c nine net five modern crossplatform development build intelligent apps websites service blazor aspnet core entity framework core use visual studio code Mark_J._Price,4
711,net design pattern Praseed_Pai Shine_Xavier,3
712,get start elastic stack eighty run powerful scalable data platforms search observe secure organization Asjad_Athick Shay_Banon,5
713,automate workflows github action automate software development workflows seamlessly deploy applications use github action Priscila_Heller,4
714,rabbitmq cookbook Gabriele_Santomaggio_Boschi_Sigismondo,4
715,ubuntu server cookbook Uday_R._Sawant,5
716,handson genetic algorithms python apply genetic algorithms solve realworld deep learn artificial intelligence problems Eyal_Wirsansky,5
717,kali linux wireless penetration test beginner guide master wireless test techniques survey attack wireless network kali linux Vivek_Ramachandran Cameron_Buchanan,4
718,python objectoriented program build robust maintainable objectoriented python applications libraries 4th edition Steven_F._Lott Dusty_Phillips,4
719,master go harness power go build professional utilities concurrent servers service Mihalis_Tsoukalos,4
720,handson parallel program c eight net core three build solid enterprise software use task parallelism multithreading Shakti_Tanwar,4
721,practical nodered program learn powerful visual program techniques best practice web iot Taiji_Hagino Nick_O'Leary,4
722,keycloak identity access management modern applications harness power keycloak openid connect oauth twenty protocols secure applications Stian_Thorgersen Pedro_Igor_Silva,5
723,game development project unreal engine learn build first game bring ideas life use ue4 c Hammad_Fozi Gonçalo_Marques,4
724,full stack development spring boot react third edition build modern scalable full stack applications use power spring boot react Juha_Hinkula,3
725,handson software architecture java learn key architectural techniques strategies design efficient elegant java applications Giuseppe_Bonocore,5
726,master php design pattern Junade_Ali,5
727,rust high performance learn skyrocket performance rust applications Iban_Eguia_Moraza,4
728,master apache jmeter load test devops master performance test jmeter Antonio_Gomes_Rodrigues Bruno_Demion_(Milamber),4
729,data science project python case study approach successful data science project use python pandas scikitlearn Stephen_Klosterman,4
730,java ee eight angular practical guide build modern singlepage applications angular java ee Prashant_Padmanabhan,3
731,handson restful python web service develop restful web service apis modern python thirty-seven 2nd edition Gaston_C._Hillar,4
732,accelerate angular development ivy practical guide build faster testable angular apps new ivy engine Lars_Gyrup_Brink_Nielsen Jacob_Andresen,4
733,kotlin design pattern best practice build scalable applications use traditional reactive concurrent design pattern kotlin Alexey_Soshin Anton_Arhipov,4
734,aspnet core five beginners kickstart aspnet web development journey help stepbystep tutorials examples Andreas_Helland Vincent_Maverick_Durano,4
735,handson graph analytics neo4j perform graph process visualization techniques use connect data across enterprise Estelle_Scifo,4
736,python robotics project build smart collaborative robots use python Prof._Diwakar_Vaish,4
737,pandas cookbook pb two thousand and seventeen recipes scientific compute time series analysis data visualization use python PETROU_T.,4
738,3d graphics render cookbook comprehensive guide explore render algorithms modern opengl vulkan Sergey_Kosarevsky Viktor_Latypov,5
739,azure data engineer cookbook design implement batch stream analytics use azure cloud service Ahmad_Osama,3
740,enterprise application development c ten net six second edition become professional net developer learn expert techniques build scalable applications Ravindra_Akella Arun_Kumar_Tamirisa,4
741,micro state management react hook explore custom hook libraries like zustand jotai valtio manage global state Daishi_Kato,5
742,master ros robotics program design build simulate complex robots use robot operate system Lentin_Joseph,4
743,r deep learn project master techniques design develop neural network model r Yuxi_(Hayden)_Liu Pablo_Maldonado,4
744,architectural pattern uncover essential pattern indispensable realm enterprise architecture Pethuru_Raj_Chelliah Harihara_Subramanian,4
745,restful java web service second edition Jobinesh_Purushothaman,4
746,c eighty net core thirty modern crossplatform development build applications c net core entity framework core aspnet core mlnet use visual studio code 4th edition Mark_J._Price,4
747,learn angular nononsense beginner guide build web applications angular ten typescript 3rd edition Aristeidis_Bampakos Pablo_Deeleman,4
748,cybersecurity threats malware trend strategies learn mitigate exploit malware phishing social engineer attack Tim_Rains,4
749,robot framework test automation Sumit_Bisht,3
750,angular project build modern web apps explore angular twelve ten different project cuttingedge technologies 2nd edition Aristeidis_Bampakos Mark_Thompson,4
751,incident response techniques ransomware attack understand modern ransomware attack build incident response strategy work Oleg_Skulkin,5
752,kubernetes enterprise guide effectively containerize applications integrate enterprise systems scale applications enterprise Marc_Boorshtein Scott_Surovich,4
753,handson exploratory data analysis python perform eda techniques understand summarize investigate data Suresh_Kumar_Mukhiya Usman_Ahmed,4
754,learn azure sentinel integrate azure security artificial intelligence build secure cloud systems Richard_Diver Gary_Bushey,4
755,learn pixelmator Mark_Stagi,4
756,architecting ai solutions salesforce design powerful accurate aidriven stateoftheart solutions tailormade modern business demand Lars_Malmqvist,5
757,learn salesforce visual workflow process builder Rakesh_Gupta,4
758,ipython interactive compute visualization cookbook one hundred handson recipes sharpen skills highperformance numerical compute data science jupyter notebook 2nd edition Cyrille_Rossant,5
759,master python script system administrators write script automate realworld administration task use python Ganesh_Sanjiv_Naik,4
760,master modern web penetration test Prakhar_Prasad,4
761,practical devops Joakim_Verona,4
762,master ros robotics program second edition design build simulate complex robots use robot operate system 2nd edition Lentin_Joseph_Jonathan_Cacace,4
763,handson domaindriven design net core tackle complexity heart software put ddd principles practice Alexey_Zimarev,4
764,art modern php eight learn write modern performant enterpriseready code latest php feature practice Joseph_Edmonds Lorna_Jane_Mitchell,4
765,master xamarinforms app architecture techniques build multiplatform native mobile apps xamarinforms four 3rd edition Ed_Snider David_Ortinau,4
766,learn r program language tool practical techniques Kun_Ren,4
767,emberjs cookbook Erik_Hanchett,4
768,build web apps spring five angular Ajitesh_Shukla,3
769,learn python build data science applications fun projectbased guide learn python three build realworld apps Philipp_Kats David_Katz,4
770,extend modify lammps write source code pragmatic guide extend lammps per custom simulation requirements Dr._Shafat_Mubin Jichen_Li,4
771,appium essentials Manoj_Hans,3
772,c net core testdriven development dive tdd create flexible maintainable productionready net core applications Ayobami_Adewole,4
773,qt5 python gui program cookbook build responsive powerful crossplatform applications pyqt B._M._Harwani,3
774,seven nosql databases week get run fundamentals functionalities seven popular nosql databases Xun_(Brian)_Wu Sudarshan_Kadambi,4
775,data engineer google cloud platform practical guide operationalizing scalable data analytics systems gcp Adi_Wijaya,5
776,responsive web design html5 css develop futureproof responsive websites use latest html5 css techniques 3rd edition Ben_Frain,4
777,swift ios program kid help kid build simple engage applications swift thirty Steffen_D._Sommer Jim_Campagno,3
778,realworld sre survival guide respond system outage maximize uptime Nat_Welch,4
779,learn wireshark definitive guide expertly analyze protocols troubleshoot network use wireshark Lisa_Bock,4
780,automate everyday task jira practical nocode approach jira admins power users automate everyday process Gareth_Cantrell,4
781,build restful web service spring Ludovic_Dewailly,4
782,powershell sql server essentials Donabel_Santos,4
783,implement cloud design pattern aws solutions design ideas solve system design problems 2nd edition Sean_Keery Clive_Harber,4
784,pyspark cookbook sixty recipes implement big data process analytics use apache spark python Denny_Lee Tomasz_Drabas,4
785,handson deep learn iot train neural network model develop intelligent iot applications Md._Rezaul_Karim,4
786,master c net framework Marino_Posadas,4
787,get start talend open studio data integration Jonathan_Bowen,4
788,cyber warfare truth tactics strategies strategic concepts truths help organization survive battleground cyber warfare Dr._Chase_Cunningham Gregory_J._Touhill,4
789,aws certify advance network specialty exam guide build knowledge technical expertise awscertified network specialist Marko_Sluga,4
790,learn ethical hack scratch step stone penetration test Zaid_Sabih,4
791,azure devops server two thousand and nineteen cookbook prove recipes accelerate devops journey azure devops server two thousand and nineteen formerly tfs 2nd edition Tarun_Arora Utkarsh_Shigihalli,4
792,master apex program developer guide learn advance techniques best practice build robust salesforce applications Paul_Battisson Mike_Wheeler,4
793,nodejs design pattern Mario_Casciaro,5
794,iot project bluetooth low energy Madhur_Bhargava,3
795,master machine learn aws advance machine learn python use sagemaker apache spark tensorflow Dr._Saket_S.R._Mengle Maximo_Gurmendez,4
796,handson big data analytics pyspark analyze large datasets discover techniques test immunize parallelize spark job Rudy_Lai Bartłomiej_Potaczek,2
797,natural language process tensorflow definitive nlp book implement soughtafter machine learn model task Thushan_Ganegedara,4
798,incident response threat intelligence practical insights develop incident response capacity intelligencebased threat hunt Roberto_Martinez,5
799,master aws cloudformation plan develop deploy cloud infrastructure effectively use aws cloudformation Karen_Tovmasyan,4
800,master jbpm6 Simone_Fiorini Arun_V_Gopalakrishnan,3
801,microsoft power bi performance best practice comprehensive guide build consistently fast power bi solutions Bhavik_Merchant Christopher_Webb,5
802,reinforcement learn workshop learn apply cuttingedge reinforcement learn algorithms wide range control problems Alessandro_Palmas Emanuele_Ghelfi,4
803,responsive web design html5 css3 second edition build responsive futureproof websites meet demand modern web users Ben_Frain,4
804,master python network security leverage python script libraries overcome network security issue José_Manuel_Ortega,4
805,splunk best practice Travis_Marlette,5
806,master python data visualization generate effective result variety visually appeal chart use plot package python Kirthi_Raman,2
807,handson software engineer golang move beyond basic program design build reliable software clean code Achilleas_Anagnostopoulos,5
808,deep reinforcement learn python master classic rl deep rl distributional rl inverse rl openai gym tensorflow 2nd edition Sudharsan_Ravichandiran,4
809,machine learn opencv four intelligent algorithms build image process apps use opencv four python scikitlearn 2nd edition Aditya_Sharma Vishwesh_Ravi_Shrimali,5
810,aws certify security specialty exam guide build cloud security knowledge expertise aws certify security specialist scsc01 Stuart_Scott,5
811,quantum compute practice qiskit ibm quantum experience practical recipes quantum computer cod gate algorithm level python Hassi_Norlén,4
812,interactive data visualization python present data effective compel story 2nd edition Abha_Belorkar Sharath_Chandra_Guntuku,4
813,natural language process python quick start guide go python developer effective natural language process engineer Nirant_Kasliwal,4
814,azure stack hub demystify build hybrid cloud iaas paas solutions Richard_Young,4
815,scale agile jira align practical guide strategically scale agile across team program portfolios enterprises Dean_MacNeil Aslam_Cader,5
816,practical mobile forensics forensically investigate analyze ios android windows ten devices 4th edition Rohit_Tamma Oleg_Skulkin,5
817,enterprise integration azure logic apps integrate legacy systems innovative solutions Matthew_Bennett Tim_Childe,4
818,handson high performance go boost optimize performance golang applications scale resilience Bob_Strecansky,4
819,get start tableau 2018x get run new feature tableau two thousand and eighteen impactful data visualization Tristan_Guillevin,4
820,groovy two cookbook Andrey_Adamovich Luciano_Fiandesio,3
821,xamarinforms project build multiplatform mobile apps game scratch use c visual studio two thousand and nineteen 2nd edition Daniel_Hindrikes Johan_Karlsson,4
822,handson data structure algorithms kotlin level program skills understand kotlin data structure work Chandra_Sekhar_Nayak Rivu_Chakraborty,4
823,master mongodb 3x Alex_Giamas,4
824,master freeswitch Anthony_Minessale_II Giovanni_Maruzzelli,4
825,r bioinformatics cookbook use r bioconductor perform rnaseq genomics data visualization bioinformatic analysis Dan_MacLean,4
826,azure data factory cookbook build manage etl elt pipelines microsoft azure serverless data integration service Dmitry_Anoshin Dmitry_Foshin,4
827,master aws security pb two thousand and seventeen create maintain secure cloud ecosystem ANTHONY_A.,4
828,serverless architectures kubernetes create productionready kubernetes cluster run serverless applications Onur_Yılmaz Sathsara_Sarathchandra,5
829,iot edge compute architects implement edge iot systems sensors cloud communication systems analytics security 2nd edition Perry_Lea,4
830,django example Antonio_Mele,4
831,professional cloud architect google cloud certification guide build solid foundation google cloud platform achieve lucrative certification Konrad_Clapa Brian_Gerrard,4
832,learn c develop game unity 3d beginner guide Terry_Norton,4
833,handson machine learn cybersecurity safeguard system make machine intelligent use python ecosystem Soma_Halder Sinan_Ozdemir,4
834,c workshop learn write clean maintainable code c advance career software engineer Dale_Green Kurt_Guntheroth,5
835,advance python program accelerate python program use prove techniques design pattern Quan_Nguyen,4
836,microsoft three hundred and sixty-five security administration ms500 exam guide plan implement security compliance strategies microsoft three hundred and sixty-five hybrid environments Peter_Rising,4
837,software architecture c ten net six develop software solutions use microservices devops ef core design pattern azure Gabriel_Baptista Francesco_Abbruzzese,4
838,learn amazon sagemaker guide build train deploy machine learn model developers data scientists Julien_Simon,4
839,cissp isc certification practice exams test one thousand practice question explanations cover eight cissp domains may two thousand and twenty-one exam version Ted_Jordan,4
840,handson cloud administration azure implement monitor manage important azure service components include iaas paas Mustafa_Toroman,4
841,master microsoft dynamics three hundred and sixty-five customer engagement advance guide develop customize crm solutions improve business applications 2nd edition Deepesh_Somani,3
842,microsoft exam md100 windows ten certification guide learn skills require become microsoft certify modern desktop administrator associate Jeroen_Burgerhout,4
843,node cookbook discover solutions techniques best practice serverside web development nodejs fourteen 4th edition Bethany_Griggs,4
844,magento two developer guide harness power magento two extend customize online store Branko_Ajzele,4
845,expert microsoft team solutions guide team architecture integration advance endusers administrators Aaron_Guilmette Yura_Lee,5
846,master transformers build stateoftheart model scratch advance natural language process techniques Savas_Yildirim Meysam_Asgari-Chenaghlu,5
847,master python data analysis Magnus_Vilhelm_Persson Luiz_Felipe_Martins,3
848,windows server two thousand and nineteen automation powershell cookbook powerful ways automate manage windows administrative task 3rd edition Thomas_Lee,5
849,data science workshop learn build machine learn model create realworld data science project 2nd edition Anthony_So Thomas_V._Joseph,5
850,splunk operational intelligence cookbook Josh_Diakun Paul_R_Johnson,4
851,master embed linux program harness power linux create versatile robust embed solutions Chris_Simmonds,5
852,master kali linux advance penetration test Robert_W._Beggs,4
853,learn sql database program query manipulate databases popular relational database servers use sql Josephine_Bush,4
854,enterprise application development c nine net five enhance c net skills master process develop professionalgrade web applications Ravindra_Akella Arun_Kumar_Tamirisa,4
855,vmware vsphere sixty-seven data center design cookbook one hundred practical recipes help design powerful virtual infrastructure base vsphere sixty-seven 3rd edition Mike_Brown Hersey_Cartwright,5
856,modern api development spring spring boot design highly scalable maintainable apis rest grpc graphql reactive paradigm Sourabh_Sharma,4
857,kubernetes cookbook practical solutions container orchestration 2nd edition Hideto_Saito Hui-Chuan_Chloe_Lee,4
858,master python Rick_van_Hattem,4
859,handson high performance program qt five build crossplatform applications use concurrency parallel program memory management Marek_Krajewski,4
860,begin api development nodejs build highly scalable developerfriendly apis modern web javascript nodejs Anthony_Nandaa,4
861,pandas 1x cookbook practical recipes scientific compute time series analysis exploratory data analysis use python 2nd edition Matt_Harrison Theodore_Petrou,4
862,handson software architecture c eight net core three architecting software solutions use microservices devops design pattern azure cloud Gabriel_Baptista Francesco_Abbruzzese,4
863,devops web development Mitesh_Soni,4
864,learn akka Jason_Goodwin,3
865,angular project build nine realworld applications scratch use angular eight typescript Zama_Khan_Mohammed,4
866,apply deep learn python use scikitlearn tensorflow keras create intelligent systems machine learn solutions Alex_Galea Luis_Capelo,4
867,python data analysis data manipulation complex data analysis python Armando_Fandango,4
868,master android studio three Kyle_Mew,3
869,master spring cloud build selfhealing microservicesbased distribute systems use spring cloud Piotr_Mińkowski,4
870,vuejs two cookbook build modern interactive web applications vuejs Andrea_Passaglia,4
871,smart internet things project Agus_Kurniawan,4
872,handson penetration test windows unleash kali linux powershell windows debug tool security test analysis Phil_Bramwell,4
873,python geospatial development essentials Karim_Bahgat,3
874,master java nine Dr._Edward_Lavieri Peter_Verhas,4
875,"master tableau twenty thousand, one hundred and ninety-one expert guide implement advance business intelligence analytics tableau twenty thousand, one hundred and ninety-one 2nd edition Marleen_Meier David_Baldwin",4
876,jmeter cookbook Bayo_Erinle,3
877,learn saltstack build manage secure infrastructure power saltstack Colton_Myers,4
878,handson embed program qt develop high performance applications embed systems c qt five John_Werner,4
879,julia program project learn julia 1x build apps data analysis visualization machine learn web Adrian_Salceanu,4
880,master probabilistic graphical model use python Ankur_Ankan Abinash_Panda,4
881,tokenomics crypto shift blockchains icos tokens Sean_Au Thomas_Power,3
882,ios thirteen program beginners get start build ios apps swift five xcode eleven 4th edition Ahmad_Sahar Craig_Clayton,4
883,healthcare analytics make simple techniques healthcare compute use machine learn python Vikas_(Vik)_Kumar,4
884,learn d3js create interactive datadriven visualizations web d3js library Helder_da_Rocha,4
885,java deep learn cookbook train neural network classification nlp reinforcement learn use deeplearning4j Rahul_Raj,4
886,learn kali linux two thousand and nineteen perform powerful penetration test use kali linux metasploit nessus nmap wireshark Glen_D._Singh,5
887,handson reinforcement learn game implement selflearning agents game use artificial intelligence techniques Micheal_Lanham,4
888,big data analytics r hadoop Vignesh_Prajapati,3
889,selenium design pattern best practice Dima_Kovalenko,4
890,blockchain example developer guide create decentralize applications use bitcoin ethereum hyperledger Bellaj_Badr Richard_Horrocks,4
891,data analysis r comprehensive guide manipulate analyze visualize data r 2nd edition Anthony_Fischetti,4
892,learn python learn code like professional python open source versatile powerful program language Fabrizio_Romano,4
893,elevate react web development gatsby practical guide build performant accessible interactive web apps react gatsbyjs four Samuel_Larsen-Disney,5
894,learn neo4j 3x effective data model performance tune data visualization techniques neo4j Jerome_Baton Rik_Van_Bruggen,4
895,angular design pattern implement gang four pattern apps angular Mathieu_Nayrolles,4
896,learn robotic process automation create software robots automate business process lead rpa tool uipath Alok_Mani_Tripathi,4
897,learn java build android game John_Horton,4
898,practical data analysis use jupyter notebook learn speak language data extract useful actionable insights use python Marc_Wintjen Andrew_Vlahutin,4
899,blueprint visual script unreal engine build professional 3d game unreal engine four visual script system Brenden_Sewell,4
900,master openstack design deploy manage cloud mid large infrastructures Omar_Khedher_Chandan_Dutta_Chowdhury,4
901,aws system administrators build automate manage infrastructure popular cloud platform aws Prashant_Lakhera,5
902,build data science applications fastapi develop manage deploy efficient machine learn applications python Francois_Voron,4
903,sql server two thousand and nineteen administrator guide definitive guide dbas implement monitor maintain enterprise database solutions 2nd edition Marek_Chmel Vladimír_Mužný,4
904,linux script cookbook third edition Clif_Flynt Sarath_Lakshman,4
905,spring boot twenty project build productiongrade reactive applications microservices spring boot Mohamed_Shazin_Sadakath,4
906,javascript functional program javascript developers Ved_Antani Simon_Timms,4
907,master linux script Andrew_Mallett,4
908,master windows powershell script Brenton_J.W._Blawat,4
909,numpy beginner guide third edition Ivan_Idris,4
910,java cod problems improve java program skills solve realworld cod challenge Anghel_Leonard,4
911,modern python standard library cookbook one hundred recipes fully leverage feature standard library python Alessandro_Molina,4
912,tibco spotfire comprehensive primer build enterprisegrade data analytics visualization solutions 2nd edition Andrew_Berridge Michael_Phillips,4
913,mongodb fundamentals handson guide use mongodb atlas real world Amit_Phaltankar Juned_Ahsan,4
914,handson enterprise java microservices eclipse microprofile build optimize microservice architecture java Cesar_Saavedra Heiko_W._Rupp,4
915,handson deep learn architectures python create deep neural network solve computational problems use tensorflow keras Yuxi_(Hayden)_Liu Saransh_Mehta,4
916,handson serverless compute build run orchestrate serverless applications use aws lambda microsoft azure function google cloud function Kuldeep_Chowhan,4
917,hyperparameter tune python boost machine learn model performance via hyperparameter tune Louis_Owen,5
918,microsoft sql server two thousand and fourteen business intelligence development beginner guide get grip microsoft business intelligence data warehouse technologies use practical guide Reza_Rad,4
919,web development blazor handson guide net developers build interactive uis c Jimmy_Engström Jeff_Fritz,4
920,python gui program tkinter develop responsive powerful gui applications tkinter Alan_D._Moore,4
921,program microsoft dynamics three hundred and sixty-five business central build customize business applications latest tool dynamics three hundred and sixty-five business central 6th edition Marije_Brummel David_Studebaker,4
922,kivy interactive applications game python Roberto_Ulloa,4
923,matlab machine learn practical examples regression cluster neural network Giuseppe_Ciaburro,4
924,cucumber cookbook Shankar_Garg,4
925,packet analysis wireshark Anish_Nath,3
926,learn concurrent program scala Aleksandar_Prokopec,4
927,master windows powershell script onestop guide automate administrative task Chris_Dent Brenton_J.W._Blawat,4
928,learn c develop game unity 5x develop first interactive 2d platformer game learn fundamentals c Greg_Lukosek,4
929,objectoriented javascript third edition learn everything need know objectoriented javascript oojs Ved_Antani Stoyan_Stefanov,4
930,artificial intelligence python cookbook prove recipes apply ai algorithms deep learn techniques use tensorflow 2x pytorch sixteen Ben_Auffarth,4
931,big data analytics r leverage r program uncover hide pattern big data Simon_Walkowiak,4
932,red hat enterprise linux eight administration master linux administration skills prepare rhcsa certification exam Miguel_Perez_Colino Pablo_Iranzo_Gomez,4
933,kubernetes docker enterprise guide effectively containerize applications integrate enterprise systems scale applications enterprise Scott_Surovich Marc_Boorshtein,4
934,arcpy arcgis automate arcgis desktop arcgis online python Silas_Toms Dara_O'Beirne,5
935,react workshop new interactive approach learn react Brandon_Richey Endre_Vegh,5
936,mongodb administrator guide Cyrus_Dasadia,4
937,docker windows Elton_Stoneman,4
938,master active directory deploy secure infrastructures active directory windows server two thousand and sixteen powershell 2nd edition Dishan_Francis,4
939,guide nosql azure cosmos db work massively scalable azure database service json c linq net core two Gaston_C._Hillar Daron_Yöndem,4
940,learn docker fundamentals docker 19x build test ship run containers docker kubernetes 2nd edition Gabriel_N._Schenker,4
941,master firebase android development build realtime scalable cloudenabled android apps firebase Ashok_Kumar_S,4
942,handson game development webassembly learn webassembly c program build retro space game Rick_Battagline,4
943,metasploit beginners create threatfree environment bestinclass tool Sagar_Rahalkar,4
944,scientific compute python highperformance scientific compute numpy scipy pandas Claus_Fuhrer Jan_Erik_Solem,5
945,handson continuous integration delivery build release quality software scale jenkins travis ci circleci Jean-Marcel_Belmont,4
946,matplotlib python developers second edition effective techniques data visualization python 2nd edition Allen_Yu_Claire_Chung_Aldrin_Yim,2
947,apache hadoop three quick start guide learn big data process analytics Hrishikesh_Vijay_Karambelkar,5
948,get hand dirty clean architecture handson guide create clean web applications code examples java Tom_Hombergs,4
949,python digital forensics cookbook effective python recipes digital investigations Preston_Miller Chapin_Bryce,5
950,migrate applications cloud azure rearchitect rebuild applications use cloudnative technologies Sjoukje_Zaal Amit_Malik,5
951,master microsoft dynamics nav two thousand and sixteen compilation best skillset harness microsoft dynamics nav administrators consultants developers Rabindra_Sah,2
952,fullstack react project learn mern stack development build modern web apps use mongodb express react nodejs 2nd edition Shama_Hoque,4
953,cloud native development pattern best practice practical architectural pattern build modern distribute cloudnative systems John_Gilbert,4
954,master software test junit five Boni_Garcia,4
955,handson c game animation program learn modern animation techniques theory implementation c opengl Gabor_Szauer,5
956,handson edge analytics azure iot design develop iot applications edge analytical solutions include azure iot edge Colin_Dow,5
957,practical convolutional neural network implement advance deep learn model use python Mohit_Sewak Md._Rezaul_Karim,3
958,master unreal engine 4x master art build aaa game unreal engine Muhammad_A.Moniem,2
959,professional azure sql manage database administration efficiently manage modernize data cloud use azure sql 3rd edition Ahmad_Osama Shashikant_Shakya,5
960,android security cookbook Keith_Makan Scott_Alexander-Bown,5
961,"postgresql administration cookbook nine thousand, five hundred and ninety-six edition effective database management administrators Simon_Riggs Gianni_Ciolli",4
962,python automation cookbook explore world automation use python recipes enhance skills Jaime_Buelta,4
963,qt5 c gui program cookbook practical recipes build crossplatform gui applications widgets animations qt five 2nd edition Lee_Zhi_Eng,4
964,ros robotics project make robots see sense interact cool engage project robotic operate system Lentin_Joseph,4
965,design prototyping interfaces figma learn essential uxui design principles create interactive prototypes mobile tablet desktop Fabio_Staiano,5
966,swiftui cookbook discover solutions best practice tackle common problems build swiftui apps Giordano_Scalzo Edgar_Nzokwe,4
967,master geospatial development qgis 3x indepth guide become proficient spatial data analysis use qgis thirty-four thirty-six python 3rd edition Shammunul_Islam Simon_Miles,4
968,master pytorch build powerful neural network architectures use advance pytorch 1x feature Ashish_Ranjan_Jha Dr._Gopinath_Pillai,5
969,mqtt essentials lightweight iot protocol send receive message mqtt protocol iot solutions Gaston_C._Hillar,4
970,azure synapse analytics cookbook implement limitless analytical platform use effective recipes azure synapse Gaurav_Agarwal Meenakshi_Muralidharan,4
971,salesforce crm definitive admin handbook build configure customize salesforce crm mobile solutions 5th edition Paul_Goodey,4
972,kotlin program example build realworld android web applications kotlin way Iyanu_Adelekan,4
973,windows terminal tip trick productivity hack optimize commandline usage development process prolevel techniques Will_Fuqua Carlos_Zamora,5
974,postgresql ninety-six high performance Ibrar_Ahmed Gregory_Smith,4
975,python three text process nltk three cookbook eighty practical recipes natural language process techniques use python nltk thirty Jacob_Perkins,4
976,microsoft power bi complete reference bring data life powerful feature microsoft power bi Devin_Knight Brian_Knight,4
977,deep learn natural language process solve natural language process problems smart deep neural network Karthiek_Reddy_Bokka Shubhangi_Hora,3
978,master machine learn scikitlearn Gavin_Hackeling,5
