book_name,book_reviewer_name,book_reviewer_rating,book_reviewer_title,book_reviewer_info,book_reviewer_reviewText
"Selenium WebDriver 3 Practical Guide: End-to-end automation testing for web and mobile browsers with Selenium WebDriver, 2nd Edition",Chanchal Sharma,4.0 out of 5 stars,Excellent,Reviewed in India on 3 July 2019,The book is recommended by one of my mentor and I found this is really helpful for my automation learning.
"Selenium WebDriver 3 Practical Guide: End-to-end automation testing for web and mobile browsers with Selenium WebDriver, 2nd Edition",Sanjay Bhati,5.0 out of 5 stars,"Good book for all the concept clearity , good focous on grid and remote webdriver",Reviewed in India on 17 February 2019,"Good book for concept clearity
For fresher as well for experience
Topic like dropdown select, image comprison can add more value if added in the book"
"Selenium WebDriver 3 Practical Guide: End-to-end automation testing for web and mobile browsers with Selenium WebDriver, 2nd Edition",mr c a knight,1.0 out of 5 stars,Will not download,Reviewed in the United Kingdom on 4 August 2018,Won't download stuck on 95%
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Arpita Naik,4.0 out of 5 stars,Nice,Reviewed in India on 22 August 2022,The parcel was in good condition and delivered perfectly
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Harshit Kumar,5.0 out of 5 stars,Good Content,Reviewed in India on 15 July 2022,"Best book to start with digital electronics. Also, excellent delivery experience from amazon as usual."
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Mahendrawada Kamesh,4.0 out of 5 stars,Nice,Reviewed in India on 16 December 2021,Good book for basics
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",DK Patra,4.0 out of 5 stars,Good Ece book,Reviewed in India on 10 November 2021,For ece student it is a.must buy book. Wonderful
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",ravi bishnoi,4.0 out of 5 stars,"best than r p jain book ,buy it",Reviewed in India on 6 May 2021,"i read this and r p jain book ,this book is best book for gate and basic concept .even though some topyics are not found for gate but those found is very well explain"
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Puja kumari,5.0 out of 5 stars,Best,Reviewed in India on 12 September 2021,This one is book and contain all things... Page quality is best and best book for engineering digital logic subject ...
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",SANJIB MUDI,5.0 out of 5 stars,@@@@@,Reviewed in India on 7 September 2021,Nice book
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Yatharth Ratan Gondwana,5.0 out of 5 stars,Best book...,Reviewed in India on 25 May 2021,Beautifully written and one of the best books of Digital Design. Good for BTech students and GATE aspirants.
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Luke,2.0 out of 5 stars,Don't buy this book for class,Reviewed in the United States on 7 February 2019,"Good for learning logic, but this version of the book does not contain any lab experiments that are necessary for a Digital Logic class."
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",John S. Kalme,5.0 out of 5 stars,Good for self study,Reviewed in the United States on 21 April 2017,"Well written book, not difficult to read especially if you have mathematics background. Good for self study. However, the book has a number of misprints, especially the Indian edition. You don't have to be an electrical engineer to understand the material."
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Ross's Review,5.0 out of 5 stars,Five Stars,Reviewed in the United States on 5 May 2018,good book for reference
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Abheek University,2.0 out of 5 stars,This book is ILLEGAL in the US,Reviewed in the United States on 30 January 2020,This book is ILLEGAL in the US. It is not the same as the normal 6e books. Its only reediming factor is that it has the same lessons as the actual 6e. WPULD NOT BUY AGAIN
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Raquel D.,5.0 out of 5 stars,Five Stars,Reviewed in the United States on 6 March 2015,Great condition! Love the book!
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Ajay Suryawanshi,5.0 out of 5 stars,Excellent book for beginners,Reviewed in India on 4 September 2022,"This book has a basic knowledge of artificial intelligence,topics are greatly explained in a very easy format,best book to refer if one is interested in artificial intelligence."
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Sayak Halder,5.0 out of 5 stars,Very good..... Clear explanation,Reviewed in India on 29 July 2022,If u have a basic coding and programming knowledge and want to explore the domain of AI this book is best.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Aryan raj,4.0 out of 5 stars,Book condition is very good,Reviewed in India on 24 May 2022,I think in this book writer takes us to beginner to advance in AI.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Souradeep Sengupta,5.0 out of 5 stars,Great Quality.,Reviewed in India on 13 July 2022,The Quality of the book was really great. Thank You Amazon.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,kenneth,2.0 out of 5 stars,Bad packaging,Reviewed in India on 6 August 2022,"Grow up dude.
The book was good but the packaging was terrible. Maybe that's the last time I use your platform?"
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Kalyan Kumar Dutt,5.0 out of 5 stars,Basics of Artificial Intelligence,Reviewed in India on 25 March 2022,"A very well written text book on the subject. Deals with the fundamentals of logical and mathematical rezoning covering topics in Operations Research, Control Theory, Cybernetics, Statistics and probability theory. An excellent text book."
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,RANIT BARAM,5.0 out of 5 stars,Must read for mastering and doing research in AI,Reviewed in India on 9 January 2022,"It's one of the best book in this field and I'm surprised that for only 790/- I got this gold mine Indian version but page quality in Indian version is also very good while only font is a bit smaller. If you are eager in AI (doing MTech or PhD, I'm doing ME in JU) , you've to read this one not thoroughly since it's a giant."
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Somnath Chowdhury,4.0 out of 5 stars,Received teared Book cover.,Reviewed in India on 8 January 2022,Received Book with teared covered.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,3.0 out of 5 stars,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202."
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Ben Tristem,1.0 out of 5 stars,Kindle Edition 3 is broken,Reviewed in the United Kingdom on 11 April 2018,"Kindle Edition has serious issues where it renders mathematical symbols such as x and y as a tiny dot. This makes a hard topic nearly impossible to follow.
(I'm willing to buy the paperback instead, but would like to keep the Kindle as an searchable index)"
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,KENNETH MORE,2.0 out of 5 stars,The book refer to Appendixes that do not exist. ...,Reviewed in the United Kingdom on 9 September 2017,The book refer to Appendixes that do not exist. Also it refers to pages that do not contain information it claims to have. For example on page 245 it refers me to page 1066 for BNF. However if you go to page 1066 you find Bibliography. So I believe the book is incomplete as Appendixes are not included.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Rebecca J.,3.0 out of 5 stars,Poor quality,Reviewed in the United Kingdom on 24 January 2019,The book itself is meant to be well worth reading - this review is about the packaging and quality of the item received. Book received was largely creased and dented upon arrival (despite the packaging remaining unscathed). Was expecting better condition from a new item.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Alistair,4.0 out of 5 stars,Excellent book; rubbish binding,Reviewed in the United Kingdom on 29 April 2018,"This is a superbly written book, well deserving its classic status. It loses a star because the publisher has released it in the flimsiest soft cover imaginable."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Mohd Azam,5.0 out of 5 stars,Highly recommended,Reviewed in India on 25 May 2022,This is best book for advance NLP tasks. BERT is not more complex … recommended for NLP developers
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,MRS IYENGAR,5.0 out of 5 stars,A pitch-perfect book in regards to getting started with BERT in NLP.,Reviewed in India on 7 March 2021,"The amount of in-depth information compiled about BERT and its varients in this book is quite astonishing. The content is top-notch with great visual explanations. Encoders and decoders are very hard to explain. In this book encoder and decoder chapters are peaches, they are explained with absolute perfection. The range of BERT variants in this book is mind-blowing, the book contains BERT, ALBERT, RoBERTa, DistilBERT, TInyBERT, BERTSUM, etc. My favorite BERT models are XLM-R, Sentence BERT, and VideoBERT. The author explains each and every concept with ease. I personally felt very happy to have purchased and read the book. I thank the author for writing such a gem of a book. If you looking for a book to strengthen your knowledge of NLP, Deep Learning, BERT this is the go-to book. Hope my suggestion helps."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Chandrakant Kantilal Bhogayata,4.0 out of 5 stars,Transformer revolution in Natural Language Processing (NLP),Reviewed in India on 16 April 2021,I like the excellent explanation of the BERT model. It is very useful for applying it to my NLP research project on Gujarati language.
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,ani,5.0 out of 5 stars,Awesome book for learning BERT,Reviewed in India on 5 February 2021,"The book explains transformers and BERT in very detail. I’m awestruck with the way the author have explained the concepts in a seamlessly simple way possible. I really loved the narrative style of the book.
I can’t believe someone explained BERT with so much of in-depth detail. The book covers lot of things which I was never aware of and many different types of BERT like tinyBERT, ELECTRA, Multilingual BERT, XLM-R, and many others. If you are not getting this then definitely you are missing out a greatest content on BERT ever."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Mohamed Rizwan,3.0 out of 5 stars,Price too high,Reviewed in India on 4 July 2021,Description are very well written but code implementation is ambiguous. Too much price of the book
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Amazon Customer,3.0 out of 5 stars,Great but overpriced book,Reviewed in India on 13 April 2021,Good book. Explained Bert in very nice manner. I would say good to have but a bit overpriced. Go for kindle version.
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Pawan B,5.0 out of 5 stars,BEST book for learning BERT,Reviewed in India on 25 February 2021,"This book is super easy to understand. I liked the way how author explained each topic, particularly first chapter which gives a very detailed explanation of transformer including its encoder and decoder components.
Finally, this book provides an in-depth and detailed info about BERT."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Amazon Customer,2.0 out of 5 stars,Very very bad quality printing,Reviewed in India on 6 July 2021,Very bad quality printing! At such a high price printing quality was supposed to be excellent but it is worse than even news paper printing. So much so that sometimes it is causing readability issues.
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,GS,5.0 out of 5 stars,Simple and Elegant,Reviewed in the United Kingdom on 6 March 2021,Sudarshan brings amazing clarity into the subject - makes a very good reading on the subject.
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Jose,1.0 out of 5 stars,Not clear.,Reviewed in Germany on 16 August 2021,"It is the first time ever I write a review in amazon, but I could not satand this. The pic shows very UNCLEAR explanation of mathematical operations. What kind of operation is shown in fig. 1.18? There are other examples like this one. I understand that pack books are not reviewed at all but this is basic presentation stuff. I expect from a book to save me time for learning. If I habe to figure out myself half of the math then I might be as better off reading some blogs online. Besides the maths there is not enough logical explanation order. It really seems that someone who really knows a lot drops some basic points but totally forgetting that he is talking (writing) to someone who knows zero about transformers."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,駒井 雄一郎,1.0 out of 5 stars,It's like a student's report. It's no longer a primer but a catalogue of shallow knowledge.,Reviewed in Japan on 2 June 2022,"I was disappointed by the content. Huge number of typo, poor printing quality and above all, silly and floppy explanation. I couldn't understand what the author try to deliver to the readers.
I hope this crap will be sunk in the bottom of the search result."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,ML engineer,1.0 out of 5 stars,Too superficial explanations,Reviewed in the United States on 4 October 2021,"Pro: The book does add a little bit of details and explanations beyond what is written in the research papers (e.g. 'Attention is all you need', 'BERT -...'). In that regard, it is not completely worthless.
Contra: However, it stays too much on the surface. It repeats itself very often (i.e. the same sentence is repeated maybe 5-10 times inside one chapter, perhaps with a non-essential reordering of the sub-sentences). There would have been many opportunities to dig deeper or provide more understanding, besides what is already written in the research papers. But the book does not do this, by and large.
So, I am back to trying to study BERT deeper using tutorials and blog posts on the internet, which are typically not satisfactory, but provide a little bit more understanding and context into understanding BERT."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Dwayne Phillips,2.0 out of 5 stars,They tried....but failed,Reviewed in the United States on 26 February 2022,"I gave two stars instead of one star for effort.
(1) I bought a copy in the fall of 2021. There were printing problems with subscripts and superscripts that made the text unreadable. In addition, some of the text in the figures was tiny. I wrote the publisher and they worked with me and eventually sent me a copy of the book with the printing improved.
(2) I tried and tried and tried to get through the first 20 pages of the book. It needs to be edited and rewritten. There are basic grammar and English mistakes in every paragraph. Perhaps the writing team does not write in English as a native language. Well, that is why publishers have editors. Well, they didn't edit this book.
(3) Good effort, they tried, but they failed."
"Mastering Machine Learning with R -: Advanced prediction, algorithms, and learning methods with R 3.x",Amazon Customer,2.0 out of 5 stars,They used very cheap paper printing is not good and also some pages are not visible to read,Reviewed in India on 24 May 2017,"The book was not up to the expectations. They used very cheap paper printing is not good and also some pages are not visible to read.Content wise is also not no real time data sets used all they used toy data sets no clear explanation also as the name says ""Mastering"" but its not
I bought ""Machine learning with r from Packt"" publications.That was very good.setting the expectaions from packt i bought but it is not worth."
"Mastering Machine Learning with R -: Advanced prediction, algorithms, and learning methods with R 3.x",Bluebird,4.0 out of 5 stars,Good book,Reviewed in India on 3 September 2017,"Yes the book is worth reading. The only con is black and white pic.. Which is not too bad.apart, the book is not for starters but for the people who what deep understanding of ML. It do not contain a to z but what ever it cover it is good"
"Mastering Machine Learning with R -: Advanced prediction, algorithms, and learning methods with R 3.x",Jose Luis,1.0 out of 5 stars,Achtung! Book is full of erratas,Reviewed in Germany on 5 October 2017,"Sometimes, the code in the book doesn't work (R shows error messages and stop running the code) because the data doesn't meet the function requirements.
Charts are duplicated / missed what makes not possible to follow the examples properly.
This book can be used to get notions about the process but not not master ML with R unless you have R and stats knowledge that enables you to rewrite some code.
I have been sending the erratas to the publisher without any respond so far."
Mastering SaltStack -: Use Salt to the fullest,PW,5.0 out of 5 stars,Easy to understand and follow content,Reviewed in the United Kingdom on 14 February 2019,That is how you start with Salt
Mastering SaltStack -: Use Salt to the fullest,jc,5.0 out of 5 stars,This book leads you through the basics.,Reviewed in the United States on 23 August 2017,While there is a lot of documentation on the saltstack web site it is difficult to know how to begin learning about saltstack. This book leads you through the basics. It is a good start for a novice on saltstack. You will probably need some background in python to get the most from this book but it is probably not a necessity
Mastering SaltStack -: Use Salt to the fullest,Amazon Customer,3.0 out of 5 stars,As expected,Reviewed in the United States on 1 November 2018,As expected
"AWS for Solutions Architects: Design your cloud infrastructure by implementing DevOps, containers, and Amazon Web Services",Amazon User,4.0 out of 5 stars,An in depth study of cloud infrastructure,Reviewed in India on 9 March 2021,This is a great book on AWS for beginners who want to apply cloud design patterns to overcome real-world challenges. It gives an in- depth understanding of the concepts for common real-world use.
"AWS for Solutions Architects: Design your cloud infrastructure by implementing DevOps, containers, and Amazon Web Services",Amazon Customer,5.0 out of 5 stars,Great book for AWS Cloud Architects,Reviewed in India on 1 March 2021,"This is a great book from beginner to architects level. This book covers how to design/build a scalable/secure/highly-available and cost-effective solutions. All AWS Well-Architected framework concepts with real use cases.
Book is very well formatted and organized, easy to understand with diagrams and examples. This is very good book for Cloud architects who is working on AWS cloud. Cover all topics in very details."
"AWS for Solutions Architects: Design your cloud infrastructure by implementing DevOps, containers, and Amazon Web Services",A. Jaokar,5.0 out of 5 stars,in depth coverage ..,Reviewed in the United Kingdom on 1 March 2021,"I recommend this book for its detailed and in-depth coverage. - especially its emphasis on reference architectures and design patterns.
The cloud is a rapidly evolving space and this book does well to cover both the basics and the detail."
"AWS for Solutions Architects: Design your cloud infrastructure by implementing DevOps, containers, and Amazon Web Services",OrKana11,3.0 out of 5 stars,Filled with gramatical errors - content is fine,Reviewed in the United Kingdom on 28 September 2021,"A good enough book. The content is fine. It's all accurate in terms of aws. However, this is filled with spelling mistakes, missing words and repetitive turn of phrases. Editors need to do their jobs properly."
"AWS for Solutions Architects: Design your cloud infrastructure by implementing DevOps, containers, and Amazon Web Services",NIKHIL VARMA,4.0 out of 5 stars,Great solution architecture book for AWS,Reviewed in the United Kingdom on 18 April 2021,Good introductory book into AWS components and how you would use them. Great for solution architects wanting a good overview to start building solutions
"AWS for Solutions Architects: Design your cloud infrastructure by implementing DevOps, containers, and Amazon Web Services",Matthew,5.0 out of 5 stars,Great Book,Reviewed in the United Kingdom on 22 August 2022,This book is great and very informative!
"AWS for Solutions Architects: Design your cloud infrastructure by implementing DevOps, containers, and Amazon Web Services",Leo,2.0 out of 5 stars,senza senso,Reviewed in Italy on 29 December 2021,"Questo libro è senza senso, se non sapete niente di AWS è incomprensibile perchè dà per scontati troppi argomenti, loda il Cloud, ma non spiega niente delle caratteristiche tecniche di base, accenna ai servizi fondamentali come S3 e IAM, e spreca centinaia di pagine per Glue o Athena che servono ad 1 persona su 10. Se invece conoscete AWS perderete 3 gg a leggere chiacchiere e non imparerete nulla di nuovo. Assolutamente da non comprare."
"Machine Learning Algorithms: Popular algorithms for data science and machine learning, 2nd Edition",Amazon Customer,3.0 out of 5 stars,Not for absolute beginners,Reviewed in India on 10 February 2019,Explanation is good but one needs to have good understanding of mathematical equations to follow the book. Good coverage of topics.
"Machine Learning Algorithms: Popular algorithms for data science and machine learning, 2nd Edition",Dipayan Dev,5.0 out of 5 stars,All ML algorithms in one with an in-depth implementation.,Reviewed in India on 9 September 2018,"I was searching for a book where I can get all the machine learning algorithms and their implementation using R and Python. After reading this book, I can say, no one book could fulful my expectations other than this.
The book explains most of the concepts using real life example, which essentially helps the readers to get a grip of the algorithm quickly. In depth mathematical explanation of the algorithms is an added advantage of this book. I highly recommend machine learning enthusiastic to buy this one."
"LEARNING AWS 2/ED: Design, build, and deploy responsive applications using AWS Cloud components, 2nd Edition",KK,5.0 out of 5 stars,Great book,Reviewed in India on 23 September 2018,Great book. All the critical concepts are crisply explained. The author takes a no-nonsense approach in detailing practical design and coding issues
"LEARNING AWS 2/ED: Design, build, and deploy responsive applications using AWS Cloud components, 2nd Edition",Sarat Chandra Dash,5.0 out of 5 stars,Good one,Reviewed in India on 9 May 2019,Good one
"LEARNING AWS 2/ED: Design, build, and deploy responsive applications using AWS Cloud components, 2nd Edition",manish sharma,5.0 out of 5 stars,Nice simple and clear,Reviewed in India on 10 December 2018,Nice simple and clear
"LEARNING AWS 2/ED: Design, build, and deploy responsive applications using AWS Cloud components, 2nd Edition",Ratnesh Gupta,5.0 out of 5 stars,Nice book,Reviewed in India on 16 October 2018,Good knowledge
"LEARNING AWS 2/ED: Design, build, and deploy responsive applications using AWS Cloud components, 2nd Edition",Dhaval,5.0 out of 5 stars,A Perfect treat to AWS Cloud Lovers,Reviewed in India on 24 May 2018,A Perfect treat to AWS Cloud Lovers! That's Aurobindo's way. A complete package of Basics to Deployment! Good Coverage all the topics you need to design and deploy a Big data system. Worth buying!
"LEARNING AWS 2/ED: Design, build, and deploy responsive applications using AWS Cloud components, 2nd Edition",Alexey,1.0 out of 5 stars,Poorly written,Reviewed in the United Kingdom on 1 April 2019,One of the worst technical books I have ever purchased. It's lacking depth and feels like a series of very brief blog posts barely scratching the surface.
"LEARNING AWS 2/ED: Design, build, and deploy responsive applications using AWS Cloud components, 2nd Edition",Rainbow5,5.0 out of 5 stars,AWS explained very well,Reviewed in the United Kingdom on 10 February 2019,Helpful introduction to AWS
SQL for Data Analytics - Third Edition: Harness the power of SQL to extract insights from data,KenO,5.0 out of 5 stars,Fantastic introduction to sql & data analytics,Reviewed in the United States on 15 September 2022,"This book does a great job of introducing SQL topics in a way that is intuitive and easily understood while not being frustrating in its simplicity.
I'm very new to using SQL and was stumbling through learning joins & aggregate functions when I was given the opportunity to review a pre-release copy of this book & I've gotta say that I'm unbelievably grateful for that.
Instead of struggling to make it through questionably worded online references, I have been guided through well written & intelligently motivated instruction & examples. I've learned a great deal from this book so far & I'm only about 6 chapters in.
If you're just getting started in the world of SQL, ""SQL for Data Analytics"" is an excellent guide.
Working my way through the book has given me a solid understanding of the content & has enabled me to expand beyond the examples provided & build useful queries that are already proving their worth to my team.
Highly recommended."
Programming with CodeIgniterMVC,Amazon Customer,1.0 out of 5 stars,One Star,Reviewed in India on 29 October 2017,Useless
Programming with CodeIgniterMVC,alex3410,2.0 out of 5 stars,Info looks good but layout is poor,Reviewed in the United Kingdom on 12 January 2018,"First impressions are the information is good but the formatting is really really poor - code sections have not been formatted for print so lines run on to multiple lines making it hard to read
No spacing between sections of code also make it hard to read with it all forming huge blocks of text
Finally you are presented with complete code samples explained with comments within the code rather then separate sections - these comments are not immediately obvious & again run over causing confusion as to if the text is part of the comment or code
It’s annoying because the topics complex enough as it is without struggling with poor layout
Update : finished the book, poor formatting continues throughout & makes it harder to understand the examples, writing in places is poor which again makes it harder to understand.
That being said it’s got useful information in there & worth reading if only because the number of books on CI development are slim"
Programming with CodeIgniterMVC,Dean Barker,1.0 out of 5 stars,Don't bother on Kindle,Reviewed in the United Kingdom on 3 March 2014,The php code is not formatted correctly and is very difficult to follow. New lines are not new lines and the comments merge with the actual code in one big messy block. Never buying another tech book from Kindle again. Would get a refund if its possible but its been too ling since I bought.
Programming with CodeIgniterMVC,Ola Klingberg,2.0 out of 5 stars,Not quite ready for printing yet.,Reviewed in the United States on 12 September 2014,"This book might become worthy of three or ever four stars, once it’s finished, but this sloppily proof-read draft should not have been published. I’m at page 45, and I’m giving up now.
Both the general text and the code examples are so littered with typos and misused words that they are often difficult to make sense of.
The text reads “a single comma” when they mean “single quotes.” It says “The Boolean and contacts” when they mean “Booleans and constants.” The introduction to an example says that it “... creates a form for adding and editing a product” when in fact the example that follows is for a contact form that has nothing to do with any products.
And the code often looks like this:
function index () {
// executed when referring to My_handlercontroller via
URLecho “Hello World”; }
You have to look at that for a minute to figure out what is code and what is comment, since the lines have been muddled together.
I’m thinking about requesting a refund, even though I’ve made some highlighting. This book was simply not ready to be sent to the printer."
Programming with CodeIgniterMVC,Eric D. Brown,3.0 out of 5 stars,"Not much ""new"" here",Reviewed in the United States on 4 March 2014,I took a chance on this book and I'm not that happy that I did. This book provides very little in the way of 'new' examples and definitely stays away from any in-depth discussions of CodeIgniter. There's nothing in this book that you can't find on the CI website.
Mastering Bootstrap 4,Jesus S.,5.0 out of 5 stars,Muy buen libro,Reviewed in Mexico on 11 December 2017,"Me gusto mucho como esta distribuido, como maneja los conceptos pero sobre todo como te lleva de la mano para comenzar a programar en estos lenguajes."
Mastering Bootstrap 4,Cecillac,1.0 out of 5 stars,Not worth it for anyone who ca read online documentation,Reviewed in the United States on 13 December 2019,I 2as hoping for the inside track not the documentation represented. Nothing on how to create your own themes. Gave it away.
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition",John Ferngrove,4.0 out of 5 stars,How much time do you have?,Reviewed in the United Kingdom on 11 June 2022,"I've docked a star from this rating because this book is not ideal for busy people who want to quickly learn the language so they can get on with their own projects. To get the best out of this book one would have to download the chapter examples, work through their code, which is much more than is presented in the text, and follow up all the links and references to documentation and dependencies which cover the entirety of the immense Python ecosystem. If I did have the time to follow up on every reference I would probably give the book five stars.
The earlier part of the book deals very well with the core language. People like myself coming to Python from earlier generation languages such as C++, Java, Tcl, etc. can quickly start messing about and muddling along according to familiar paradigms. But the real power of Python only becomes apparent when one understands the advanced data types and language constructs that make Python a genuinely next generation language. The language style that arises from a full understanding of these features is called Pythonic, and to write as such, to write Pythonically. All this makes for compact and highly readable code, of which I thoroughly approve.
As the book progresses however the explanation of the core language becomes increasingly intermixed with aspects of the broader Python ecosystem which are necessarily brief in their treatment and often too brief for the text alone to stand on its own without getting ever more involved in the example code and following up on references to a large array of third party tools and their documentation. The authors seem keen to use the opportunity to cover a career's worth of general observations and best practice heuristics on the whole field of programming more generally. All good stuff, especially for beginners, but off the point for someone wanting to master the language and get on with their own projects. I would estimate that it could take a good few months for the diligent reader to really work through the material not just of the text, but the accompanying sample programs and the documentary references as well.
There's no doubt that a beginner or a computer science student would find this a really solid underpinning to a career both in writing Python and programming more generally. If, like me, you're in a bit of a hurry to get on and apply Python to your own purposes then much of the latter half of the book could feel like a distraction. Perhaps further down the line the areas covered there will tun out to be of relevant interest. How good a reference the book will then make is hard to say. As observed, on many topics the text alone is just too brief to give a confident grounding in the material covered."
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition",Danilo M,4.0 out of 5 stars,Like this book as begginer,Reviewed in Germany on 5 January 2022,"Learn Python programming, for begginers and advanced users."
