book_name,book_reviewer_name,book_reviewer_rating,book_reviewer_title,book_reviewer_info,book_reviewer_reviewText
"CMake Cookbook: Building, testing, and packaging modular software with modern CMake",David C,5.0 out of 5 stars,Jam packed with useful information about CMake,Reviewed in the United States 🇺🇸 on 7 September 2020,"The author is modest in calling this book a Cookbook. It is really so much more than that. It is a well-structured tutorial and how-to as well. The recipes build on prior recipes. Everything is explained in detail, including concepts and background about CMake. The author provides a ready-made Docker image with all the needed tools pre-installed, and a Git repository with all the book's example code. You can actually edit, build, and run the examples in the Docker image as you are reading the book. This is very helpful. I was up and running the recipes in about 10 minutes (only because I needed to install Docker on my system - otherwise it would have been 2 minutes!).
I am a professional embedded C++ developer who inherited a complex CMake build environment at work, which I need to enhance and modify. I had never been exposed to CMake before. This book is proving to be an extremely valuable resource for me, helping me to understand what I am dealing with and how to modify it."
"Hands-On Application Penetration Testing with Burp Suite: Use Burp Suite and its features to inspect, detect, and exploit security vulnerabilities in your web applications",Kiwiness,3.0 out of 5 stars,Kindle version missing many sections!,Reviewed in Germany 🇩🇪 on 13 January 2021,"I bought both the paperback and Kindle version of this book. The book itself is good and complete, however the Kindle version is not only missing large sections which are in the book, but there are also pages and sections completely mixed up and out of order. The Kindle version should be pulled off the market and re-edited. Otherwise the book itself is full of up to date information on Burp Suite."
"Hands-On Application Penetration Testing with Burp Suite: Use Burp Suite and its features to inspect, detect, and exploit security vulnerabilities in your web applications",Noam,1.0 out of 5 stars,Broken links to XVWA and OWASP make this book useless,Reviewed in the United States 🇺🇸 on 7 June 2021,"This book would have been worth 5 stars had the links given to XVWA and OWASP worked.
Unfortunately, these links are broken, rendering this book useless."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,GOLAK M,5.0 out of 5 stars,Awsome,Reviewed in India 🇮🇳 on 29 January 2022,Well written book to work with robotics as the authors provided various practical examples starting from scratch
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,Karl Mueller,5.0 out of 5 stars,Covers all the things the wiki doesn't,Reviewed in Australia 🇦🇺 on 25 July 2022,"I am very impressed with this book. I initially learned ROS through Google and the wiki. My knowledge has come a long way from just using that, and I was able to physically create, and import the model of, a robotic arm and control it to some degree, but some of the gaps in my understanding were large and I found myself stuck and looking at some quite convoluted solutions to rather simple problems that should have been able to be solved ""out of the ROS box"" had i known how all the pieces fit together.
This book fills in all those gaps. Right from the start it covers the basics and includes well-explained code examples. Certainly not for an absolute beginner, but perfect for me.
It then goes on to modelling and controlling robot arms and mobile robots. Robot arm information is difficult to find in the wiki. I prefer to use Solidworks for my modelling but the book includes enough information on importing meshes so that's not an issue.
The book also includes interfacing to remote systems, something that is incredibly useful for RPi and Arduino robots.
I recommend this book to anyone who has attempted, and even partially succeeded at, learning ROS from Google and the wiki but a thorough understanding of the system is still not quite achieved."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,Amazon Customer,5.0 out of 5 stars,document tras technique et récent (2022) sur ROS,Reviewed in France 🇫🇷 on 5 November 2021,"Document très technique, nécessitant une bonne connaissance de linux, de python et ce C++.
Débutants, voir d'autres ouvrages plus simples. Par contre tés récent et donc utilisable avec les outils actuels."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,Alex Escuredo Chimeno,5.0 out of 5 stars,Easy to follow and with examples,Reviewed in Spain 🇪🇸 on 9 November 2021,"It explains from basics of ROS to complex ones, such as navigation. Providing examples. A good guide to follow."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,安相訓,1.0 out of 5 stars,Miserable book,Reviewed in Japan 🇯🇵 on 24 April 2022,"Fundamentals described poorly and and explanations on sample code are not enough and requests copy codes from github repo.
Unfornately, codes on github aren't executed clearly but make error and warning messages.
So, if you try to learn ROS with this material, you may waste much time to debug it with external references such as ROS wiki or youtube."
Mastering ROS for Robotics Programming: Best practices and troubleshooting solutions when working with ROS,James C.,5.0 out of 5 stars,Great book,Reviewed in the United States 🇺🇸 on 30 May 2022,"The book goes over concepts well. I haven't had a lot of time to go over it in depth, but from what I have read I can recommend it."
Learn Java 17 Programming -: Learn to code by understanding the fundamentals of Java 17,,,,,
Python for Geeks: Build production-ready applications using advanced Python concepts and industry best practices,Antony Vilson,2.0 out of 5 stars,This book is highly overpriced for its contents.,Reviewed in India 🇮🇳 on 13 June 2022,"It covers many things but none in detail except a few. Page quality is good, write style is great.
But highly overpriced and disappointed."
Python for Geeks: Build production-ready applications using advanced Python concepts and industry best practices,Anand pL,5.0 out of 5 stars,Best Books for Learning Python Beginner to Advanced level,Reviewed in India 🇮🇳 on 29 December 2021,"This book is an industry-level book that will help you to develop the coding skills in Python that can be used for tackling complex real-world problems that will help you to perform Automation in difficult use cases.
In this book, you’ll build on that foundational knowledge to learn how to leverage tools, libraries, and best practices to write exceptionally robust, efficient, maintainable, and well-performing code.
This book explains the tricks and traps that turn a few lines of Python code into much more than expected, which often leads to bugs and crashes if not written or understood correctly.
It also covers techniques for catching performance issues before they occur and debugging code efficiently when problems arise.
The content of this book is culled from code examples provided by experienced Python programmers who have encountered the same problems that you will encounter and deal with them effectively."
Python for Geeks: Build production-ready applications using advanced Python concepts and industry best practices,Kindle Customer,5.0 out of 5 stars,Review of the book Python for Geeks by Muhammad Asif,Reviewed in India 🇮🇳 on 21 October 2021,"This book is for people who have a reasonable amount of experience in Python. In my humble opinion, it will be very helpful to people who are working in the industry as senior developers and/or architects and need to take their expertise and experience to the next level. The author has also covered topics related to the development of applications related to cloud deployment that will be very useful since most of the companies are looking for people who have the necessary expertise to develop the cloud. That said, this is one of the books that I would keep coming back to just to revise my concepts that I would have forgotten over a period of time or to gain a new perspective.
The book starts with explaining the lifecycle of a typical python project and the best practices for writing python code. It then moves on to cover more complex topics like modules and packages that are most useful to developers. A good revision of Object-Oriented Python Concepts is covered as part of chapter 3. This is one of the few books that explain how to use pytest as part of the testing framework. It also explains how to use unittest framework. This is covered as part of chapter 5 and should not be missed by the readers. Chapter 6 covers more advanced topics like building decorators and how to use data structures. For people looking to understand how to write a multi-threaded application and multi-process application, Chapter 7, covers the same. Chapter 10 and 11 will be particularly useful for readers looking to build applications using REST APIs using Flask and Micro Services using the Django framework. Chapter 12 covers building serverless functions using cloud computing and chapter 13 covers machine learning using Python.
Each chapter has a few questions that will help the reader solidify their knowledge of the chapter along with answers. Suggested further reading tips are very useful and can be found at the end of each chapter. What is missing is a few questions related to developing a solution based on what is learnt in the chapter.
A very good book to read and expand your knowledge. Kudos to the author for the effort that has gone into writing the book."
Python for Geeks: Build production-ready applications using advanced Python concepts and industry best practices,Joan Fusté,4.0 out of 5 stars,"La única pega, el precio",Reviewed in Spain 🇪🇸 on 18 November 2021,"Completísimo manual para programadores Python que quieran ir más allá de los cursos introductorios, referencias, etc. Aquí hay materia para convertirse en un profesional. Algún apartado quizás quedará corto pero sin duda todos ellos son excelentes para introducirse en temas que normalmente no se tratan en los libros más generalistas.
La pega, el precio. Descomunal los precios que nos imponen a los técnicos... :("
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,SVP,5.0 out of 5 stars,Good book,Reviewed in India 🇮🇳 on 13 August 2022,Good book
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Ms. Attitude,4.0 out of 5 stars,Book is good,Reviewed in India 🇮🇳 on 28 July 2021,"Book is good,worth to buy."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Arean Narrayan,5.0 out of 5 stars,Execellent Book,Reviewed in India 🇮🇳 on 23 January 2019,"Perfect Book, this book is prescribed to me for my MTech (CSI) at BITS. the concepts of the book are clear to understand. Being an Electronics Graduate, I found the contents of the book extremely simple to understand and comprehend. It doesn't matter if you are not an Computer science student. The concepts of this book are extremely simple.
It covers a wide range of topics in cryptography . But some parts can have more explanations . This is not the same as the original 900+ book by Stallings . Suggested for all those who are new to cryptographt . But if you look from programming poin tof view , this book may not be sufficient . For some parts I had to refer Internet particularly regarding Elliptic Curve Cryptography , Dynamic S box etc."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Anky,2.0 out of 5 stars,Book is good and very useful. But missing the access key for online chapters,Reviewed in India 🇮🇳 on 20 September 2021,"If there was a negative marking, I would have given that. In the book there is a elarning section which has 4 chapters ans some appendix. The access key suppose to be on the cover of the book but it isn’t there."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Abhishek,3.0 out of 5 stars,Nice but not best option,Reviewed in India 🇮🇳 on 28 April 2021,Good but tough language with small font
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Om Prakash,3.0 out of 5 stars,"Paper Quality is not good as used to be few years back and also size of the book reduced, so feel little cheap",Reviewed in India 🇮🇳 on 4 May 2018,"Book quality is not up to the mark. I remember, good quality books from Pearson publications few years back. Now they have reduced the size of the book(length and width) and also paper quality feels cheap. As prices are also increased they should not compromise with the quality of book.
As per book, It is the best book for beginners in the field of cryptography. And also Its very good book to clear your concepts if you are working or pursuing career in the field of Cyber security/ Information Security/ Computer Security.
Cyber security means Cryptography."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,akkshita,5.0 out of 5 stars,perfect book for computer networks,Reviewed in India 🇮🇳 on 14 December 2020,"so happy amazon deliver within 24hours
thxz amazon
very nice product must buy for computer network lovers"
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Amal S,5.0 out of 5 stars,Network security summed up in a book.,Reviewed in India 🇮🇳 on 13 June 2020,A complete book about Network Security and all related facts. Easily understandable for beginners as well as professionals. The contents are worth reading and is really interesting to read.
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Nick S,5.0 out of 5 stars,Excellent Modern Cryptography and information Security ref,Reviewed in the United Kingdom 🇬🇧 on 23 November 2013,"Purchased for Masters module on Wireless Cryptography and has so far been very useful. Publication date is 2013, and is one of the few I could find that included good coverage of WPA2 for WLAN. But also excellent Foundation topics - Classical Cryptography, symetric ciphers etc, Modern Cryptography: Public Key, Difie Helman etc, Asymetric vs symmetric .... Also good coverage of Network and internet Security. Also equally important the Author William Stallings, writes well and avoids have the mind numbing soporific effect that some other academics induce ....
Also supported by lots of online materials and additional chapters etc
Would Highly recommend this book - especially this 6th edition - expensive but worth the price"
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Derek Brown,3.0 out of 5 stars,don't buy this in kndle version,Reviewed in the United Kingdom 🇬🇧 on 22 February 2016,don't buy the kindle edition as you lose the online content that you get if you buy the book. publishers never replied to my email either.
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Felix John,4.0 out of 5 stars,Its a very concrete and well-written book as are all ...,Reviewed in the United Kingdom 🇬🇧 on 23 November 2014,"Its a very concrete and well-written book as are all Stallings book. However, it is really frustrating trying to find out where are the books appendices at the internet (those that are not included in the book)."
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Amazon Customer,5.0 out of 5 stars,Five Stars,Reviewed in the United Kingdom 🇬🇧 on 30 January 2017,Good condition.
Cryptography and Network Security - Principles and Practice | Seventh Edition | By Pearson,Ric,5.0 out of 5 stars,Eccellente,Reviewed in Italy 🇮🇹 on 18 July 2018,"Libro molto completo rivolto sia a chi ha già esperienza pregresse di crittografia sia a chi è neofita. Spiegazioni complete, ricche di schemi e informazioni aggiornate. Oltretutto ci sono tanti altri capitoli del libro online e diverse appendici tutte interessanti, senza contare i numerosi esercizi alla fine di ogni capitolo. Assolutamente consigliato."
Microsoft Power BI Data Analyst Certification Guide: A comprehensive guide to becoming a confident and certified Power BI professional,Anne,5.0 out of 5 stars,Helps quickly understand key concepts,Reviewed in the United States 🇺🇸 on 28 June 2022,This is a well written book with insightful diagrams. I am using it to prepare for certification but it is also useful for people who need to learn PowerBI quickly.
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Ramya S,5.0 out of 5 stars,"Very Informative Book, Highly Recommended!",Reviewed in India 🇮🇳 on 16 December 2020,"Currently reading this book, and thoroughly enjoying it. It contains detailed explanations on everything one needs to get started with coding in Qiskit. Extremely useful resource, and I highly recommend it for anyone who wishes to learn more about IBM Quantum Experience!"
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,BrianRuislip,5.0 out of 5 stars,Enjoyed,Reviewed in the United Kingdom 🇬🇧 on 19 March 2021,Hi. Thoroughly recommend this book. My background is physics with python experience and I wanted an introductory practical quantum computing guide. This book has given me exactly this and it's easy to read.
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,IB,1.0 out of 5 stars,"Out of date UI, Code snippets that don't work",Reviewed in the United Kingdom 🇬🇧 on 13 June 2022,Don't bother buying this product. It is out of date. Even the code files on Github haven't been updated.
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Amazon Customer,5.0 out of 5 stars,Great for beginners to navigate Qiskit and the Quantum Experience,Reviewed in the United Kingdom 🇬🇧 on 8 February 2021,"As someone with a non-technical background interested in Quantum Computing, this really helped me understand step by step how to create circuits and use the IBM Quantum experience!
Amazing guide
Thanks Robert"
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Jenny,5.0 out of 5 stars,Great book for beginners and as a reference guide,Reviewed in the United Kingdom 🇬🇧 on 23 January 2021,"Great, easy to follow book with plenty of examples and clear explanations. I use it often as a reference when coding with Qiskit, it can either be used by following chapter by chapter or as a support to the Qiskit textbook and other online resources."
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Amazon Customer,5.0 out of 5 stars,A must have book on Quantum Computing!,Reviewed in Germany 🇩🇪 on 30 January 2021,"I am very happy with this book. It provides not only the ""how to"" for writing a code using qiskit but also the ""why"" by describing the concepts ranging from the basic of qubit, hardware to quantum algorithms. So, it is quite a comprehensive review that reads easily. It also explains the IBM Q Experience platform and how to access/set-up and run your own code there. The link to the code snippets can be found on the git repository (link in the book). I highly recommend it and as my headline says: a must have book on QC!"
"Selenium WebDriver 3 Practical Guide: End-to-end automation testing for web and mobile browsers with Selenium WebDriver, 2nd Edition",Chanchal Sharma,4.0 out of 5 stars,Excellent,Reviewed in India 🇮🇳 on 3 July 2019,The book is recommended by one of my mentor and I found this is really helpful for my automation learning.
"Selenium WebDriver 3 Practical Guide: End-to-end automation testing for web and mobile browsers with Selenium WebDriver, 2nd Edition",Sanjay Bhati,5.0 out of 5 stars,"Good book for all the concept clearity , good focous on grid and remote webdriver",Reviewed in India 🇮🇳 on 17 February 2019,"Good book for concept clearity
For fresher as well for experience
Topic like dropdown select, image comprison can add more value if added in the book"
"Selenium WebDriver 3 Practical Guide: End-to-end automation testing for web and mobile browsers with Selenium WebDriver, 2nd Edition",mr c a knight,1.0 out of 5 stars,Will not download,Reviewed in the United Kingdom 🇬🇧 on 4 August 2018,Won't download stuck on 95%
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Arpita Naik,4.0 out of 5 stars,Nice,Reviewed in India 🇮🇳 on 22 August 2022,The parcel was in good condition and delivered perfectly
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Harshit Kumar,5.0 out of 5 stars,Good Content,Reviewed in India 🇮🇳 on 15 July 2022,"Best book to start with digital electronics. Also, excellent delivery experience from amazon as usual."
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Mahendrawada Kamesh,4.0 out of 5 stars,Nice,Reviewed in India 🇮🇳 on 16 December 2021,Good book for basics
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",DK Patra,4.0 out of 5 stars,Good Ece book,Reviewed in India 🇮🇳 on 10 November 2021,For ece student it is a.must buy book. Wonderful
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",ravi bishnoi,4.0 out of 5 stars,"best than r p jain book ,buy it",Reviewed in India 🇮🇳 on 6 May 2021,"i read this and r p jain book ,this book is best book for gate and basic concept .even though some topyics are not found for gate but those found is very well explain"
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Puja kumari,5.0 out of 5 stars,Best,Reviewed in India 🇮🇳 on 12 September 2021,This one is book and contain all things... Page quality is best and best book for engineering digital logic subject ...
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",SANJIB MUDI,5.0 out of 5 stars,@@@@@,Reviewed in India 🇮🇳 on 7 September 2021,Nice book
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Yatharth Ratan Gondwana,5.0 out of 5 stars,Best book...,Reviewed in India 🇮🇳 on 25 May 2021,Beautifully written and one of the best books of Digital Design. Good for BTech students and GATE aspirants.
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Luke,2.0 out of 5 stars,Don't buy this book for class,Reviewed in the United States 🇺🇸 on 7 February 2019,"Good for learning logic, but this version of the book does not contain any lab experiments that are necessary for a Digital Logic class."
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",John S. Kalme,5.0 out of 5 stars,Good for self study,Reviewed in the United States 🇺🇸 on 21 April 2017,"Well written book, not difficult to read especially if you have mathematics background. Good for self study. However, the book has a number of misprints, especially the Indian edition. You don't have to be an electrical engineer to understand the material."
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Ross's Review,5.0 out of 5 stars,Five Stars,Reviewed in the United States 🇺🇸 on 5 May 2018,good book for reference
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Abheek University,2.0 out of 5 stars,This book is ILLEGAL in the US,Reviewed in the United States 🇺🇸 on 30 January 2020,This book is ILLEGAL in the US. It is not the same as the normal 6e books. Its only reediming factor is that it has the same lessons as the actual 6e. WPULD NOT BUY AGAIN
"Digital Design | With an Introduction to the Verilog HDL, VHDL, and SystemVerilog | Sixth Edition | By Pearson",Raquel D.,5.0 out of 5 stars,Five Stars,Reviewed in the United States 🇺🇸 on 6 March 2015,Great condition! Love the book!
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Ajay Suryawanshi,5.0 out of 5 stars,Excellent book for beginners,Reviewed in India 🇮🇳 on 4 September 2022,"This book has a basic knowledge of artificial intelligence,topics are greatly explained in a very easy format,best book to refer if one is interested in artificial intelligence."
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Sayak Halder,5.0 out of 5 stars,Very good..... Clear explanation,Reviewed in India 🇮🇳 on 29 July 2022,If u have a basic coding and programming knowledge and want to explore the domain of AI this book is best.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Aryan raj,4.0 out of 5 stars,Book condition is very good,Reviewed in India 🇮🇳 on 24 May 2022,I think in this book writer takes us to beginner to advance in AI.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Souradeep Sengupta,5.0 out of 5 stars,Great Quality.,Reviewed in India 🇮🇳 on 13 July 2022,The Quality of the book was really great. Thank You Amazon.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,kenneth,2.0 out of 5 stars,Bad packaging,Reviewed in India 🇮🇳 on 6 August 2022,"Grow up dude.
The book was good but the packaging was terrible. Maybe that's the last time I use your platform?"
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Kalyan Kumar Dutt,5.0 out of 5 stars,Basics of Artificial Intelligence,Reviewed in India 🇮🇳 on 25 March 2022,"A very well written text book on the subject. Deals with the fundamentals of logical and mathematical rezoning covering topics in Operations Research, Control Theory, Cybernetics, Statistics and probability theory. An excellent text book."
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,RANIT BARAM,5.0 out of 5 stars,Must read for mastering and doing research in AI,Reviewed in India 🇮🇳 on 9 January 2022,"It's one of the best book in this field and I'm surprised that for only 790/- I got this gold mine Indian version but page quality in Indian version is also very good while only font is a bit smaller. If you are eager in AI (doing MTech or PhD, I'm doing ME in JU) , you've to read this one not thoroughly since it's a giant."
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Somnath Chowdhury,4.0 out of 5 stars,Received teared Book cover.,Reviewed in India 🇮🇳 on 8 January 2022,Received Book with teared covered.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Fluff,3.0 out of 5 stars,Content is briliant. Poor index & contents listings make it very hard to use as a reference. Physical quality of book is dismal,Reviewed in the United Kingdom 🇬🇧 on 9 December 2015,"The content of this book is outstanding, considered by many to be the bible of AI textbooks. Incredible clarity and easy to read. Both Peter Norvig and Stuart Russell are icons of this field. Anything else I could add in this respect has already been said in countless other positive reviews.
On content alone, I would easily give the book 5 stars. However, I have three criticisms regarding issues which markedly affect the ""usability"" of the book and hence reduce the rating:
1) The ""Contents"" listing of this book is simply a list of chapter headings - each typically 2 words. In this latest edition (unlike previous ones), there is no longer a breakdown of what's in each chapter, which would help you at a glance see which chapter you need to look at for certain key topics. This is disappointing and pretty unhelpful in a text of over 1000 pages.
2) The above problem is compounded by an appallingly poor index section. Try looking up ""Neural Networks"", ""Hidden Markov Model"", ""Minimax"", ""Expectation"", ""Back propagation"", ""Utility"", etc, etc. Whilst the content of this book makes it an outstanding text to work from, its value as a reference is massively reduced given that there is no reliable way of being able to find things in it.... or in the case of a new reader ...just knowing if certain topics/items are even covered in the book. For example, given that there is no mention of ""Support Vector Machines"", ""Boosting"", or even ""Bayes"" (!) in the index (or the contents), how would an unfamiliar reader know if these were even covered by the book, let alone find them again at a later date.
3) The physical quality of this book is dismal. The cover is thin/flimsy. The pages are incredibly thin. This is not just an aesthetic issue. Lots of people who really use a text book, go back to it for many years, use post-its, write notes in it, use highlighters etc. The quality of the paper in the book affects your ability to do this. When I first received it, I thought I had been sent an Indian reprint (I checked: it's a legitimate UK copy). In fact the quality of the Pearson edition is far worse than some of the Indian reprints of other texts I've ended up with. I know there's a balance here, of not pushing the price up, and not making a long book too heavy or too thick, but this is by far the poorest quality text book on my shelves, which at the price is rather galling.
Come on Pearson, this is a popular, big-seller textbook, famous in its field. At the price you are charging for it, the quality should be better than this. At the very least, you could tackle the relatively trivial task of sorting out a half decent Table of Contents & providing a reliable index.
Note: My comments refer to Pearson New International Edition - 3rd edition ISBN-10: 1292024208, ISBN-13: 978-1292024202."
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Ben Tristem,1.0 out of 5 stars,Kindle Edition 3 is broken,Reviewed in the United Kingdom 🇬🇧 on 11 April 2018,"Kindle Edition has serious issues where it renders mathematical symbols such as x and y as a tiny dot. This makes a hard topic nearly impossible to follow.
(I'm willing to buy the paperback instead, but would like to keep the Kindle as an searchable index)"
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,KENNETH MORE,2.0 out of 5 stars,The book refer to Appendixes that do not exist. ...,Reviewed in the United Kingdom 🇬🇧 on 9 September 2017,The book refer to Appendixes that do not exist. Also it refers to pages that do not contain information it claims to have. For example on page 245 it refers me to page 1066 for BNF. However if you go to page 1066 you find Bibliography. So I believe the book is incomplete as Appendixes are not included.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Rebecca J.,3.0 out of 5 stars,Poor quality,Reviewed in the United Kingdom 🇬🇧 on 24 January 2019,The book itself is meant to be well worth reading - this review is about the packaging and quality of the item received. Book received was largely creased and dented upon arrival (despite the packaging remaining unscathed). Was expecting better condition from a new item.
Artificial Intelligence | Third Edition | By Pearson: A Modern Approach,Alistair,4.0 out of 5 stars,Excellent book; rubbish binding,Reviewed in the United Kingdom 🇬🇧 on 29 April 2018,"This is a superbly written book, well deserving its classic status. It loses a star because the publisher has released it in the flimsiest soft cover imaginable."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Mohd Azam,5.0 out of 5 stars,Highly recommended,Reviewed in India 🇮🇳 on 25 May 2022,This is best book for advance NLP tasks. BERT is not more complex … recommended for NLP developers
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,MRS IYENGAR,5.0 out of 5 stars,A pitch-perfect book in regards to getting started with BERT in NLP.,Reviewed in India 🇮🇳 on 7 March 2021,"The amount of in-depth information compiled about BERT and its varients in this book is quite astonishing. The content is top-notch with great visual explanations. Encoders and decoders are very hard to explain. In this book encoder and decoder chapters are peaches, they are explained with absolute perfection. The range of BERT variants in this book is mind-blowing, the book contains BERT, ALBERT, RoBERTa, DistilBERT, TInyBERT, BERTSUM, etc. My favorite BERT models are XLM-R, Sentence BERT, and VideoBERT. The author explains each and every concept with ease. I personally felt very happy to have purchased and read the book. I thank the author for writing such a gem of a book. If you looking for a book to strengthen your knowledge of NLP, Deep Learning, BERT this is the go-to book. Hope my suggestion helps."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Chandrakant Kantilal Bhogayata,4.0 out of 5 stars,Transformer revolution in Natural Language Processing (NLP),Reviewed in India 🇮🇳 on 16 April 2021,I like the excellent explanation of the BERT model. It is very useful for applying it to my NLP research project on Gujarati language.
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,ani,5.0 out of 5 stars,Awesome book for learning BERT,Reviewed in India 🇮🇳 on 5 February 2021,"The book explains transformers and BERT in very detail. I’m awestruck with the way the author have explained the concepts in a seamlessly simple way possible. I really loved the narrative style of the book.
I can’t believe someone explained BERT with so much of in-depth detail. The book covers lot of things which I was never aware of and many different types of BERT like tinyBERT, ELECTRA, Multilingual BERT, XLM-R, and many others. If you are not getting this then definitely you are missing out a greatest content on BERT ever."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Mohamed Rizwan,3.0 out of 5 stars,Price too high,Reviewed in India 🇮🇳 on 4 July 2021,Description are very well written but code implementation is ambiguous. Too much price of the book
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Amazon Customer,3.0 out of 5 stars,Great but overpriced book,Reviewed in India 🇮🇳 on 13 April 2021,Good book. Explained Bert in very nice manner. I would say good to have but a bit overpriced. Go for kindle version.
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Pawan B,5.0 out of 5 stars,BEST book for learning BERT,Reviewed in India 🇮🇳 on 25 February 2021,"This book is super easy to understand. I liked the way how author explained each topic, particularly first chapter which gives a very detailed explanation of transformer including its encoder and decoder components.
Finally, this book provides an in-depth and detailed info about BERT."
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Amazon Customer,2.0 out of 5 stars,Very very bad quality printing,Reviewed in India 🇮🇳 on 6 July 2021,Very bad quality printing! At such a high price printing quality was supposed to be excellent but it is worse than even news paper printing. So much so that sometimes it is causing readability issues.
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,GS,5.0 out of 5 stars,Simple and Elegant,Reviewed in the United Kingdom 🇬🇧 on 6 March 2021,Sudarshan brings amazing clarity into the subject - makes a very good reading on the subject.
Getting Started with Google BERT: Build and train state-of-the-art natural language processing models using BERT,Jose,1.0 out of 5 stars,Not clear.,Reviewed in Germany 🇩🇪 on 16 August 2021,"It is the first time ever I write a review in amazon, but I could not satand this. The pic shows very UNCLEAR explanation of mathematical operations. What kind of operation is shown in fig. 1.18? There are other examples like this one. I understand that pack books are not reviewed at all but this is basic presentation stuff. I expect from a book to save me time for learning. If I habe to figure out myself half of the math then I might be as better off reading some blogs online. Besides the maths there is not enough logical explanation order. It really seems that someone who really knows a lot drops some basic points but totally forgetting that he is talking (writing) to someone who knows zero about transformers."
