book_name,book_reviewer_name,,book_reviewer_title,book_reviewer_info,book_reviewer_reviewText,sentences,clas,confc,sentiment0,confs,book_reviewer_rating
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.",That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) .,statement,0.982680142,POSITIVE,0.990359247,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.","If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why.",statement,0.880977452,NEGATIVE,0.99812299,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.","It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more.",statement,0.901408374,POSITIVE,0.995144546,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.","In a nutshell, software has standards.",command,0.592345238,NEGATIVE,0.999499559,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.",So does education.,statement,0.943363309,POSITIVE,0.998813987,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.",They are useful and exist for reasons.,statement,0.98836863,POSITIVE,0.9897843,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.",What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience.,statement,0.844132841,POSITIVE,0.997955799,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.",These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.,statement,0.946564913,POSITIVE,0.99715817,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.","Very rough Ch / Page counts, since this is a Kindle book.",statement,0.929504931,POSITIVE,0.990137696,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.","Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long.",statement,0.941185355,NEGATIVE,0.988523185,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Dude McGnarley,,No exersizes - all cut n paste,Reviewed in the United States 🇺🇸 on 7 July 2018,"No chapter section exercises. You're cut and pasting everything, which doesn't seem a very effective teaching methodology to me. Alternatively, what one could do is commit the configuration with both Eclipse and IntelliJ setup's and break points. Then you guide the customer through a trace and discuss points of interest like a tour guide. That would be an improvement but I would much rather have the author guiding ME to write code myself so that I encounter my own problems and get to figure them out on my own. Agree that the finished code should be available for students who get stuck, however.
One should assume that the student is a professional operating under pressure. That means they will do the bare minimum necessary to acquire MVP (Minimum Viable Product) . If you don't provide the usual cue's (section and chapter exercises) that it's time to shift from the book to the code, they might get 2, 3, or 4 chapters in and realize they aren't learning anything without grasping exactly why. It's because the lecture / read / exercise methodology is trained by public education and for someone with an extended education, they've internalized this to the point where they don't think about it any more. In a nutshell, software has standards. So does education. They are useful and exist for reasons. What the author might consider is an approach that focuses on getting the student to professional viability and then following up with a companion problem / solution guide for common things new Angular developers experience. These will quickly wind up on Stack Overflow but by the same token you can use Stack Overflow to help write the guide.
Very rough Ch / Page counts, since this is a Kindle book. Note that provided chapter page counts are handy for managing procrastination and task size perception:
1 36
2 72 *
3 78 *
4 80 *
5 36
6 48
7 46
8 70 *
* Others may feel differently but in this format, I find 70 to be way to long. Just like when you are coding, finer task granularity is better and a service to your customers.","Just like when you are coding, finer task granularity is better and a service to your customers.",statement,0.964005291,POSITIVE,0.997489929,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",C Smith,,Strange writing style,Reviewed in the United States 🇺🇸 on 27 May 2019,I've read hundreds of technical books over the decades and this has to be the worst. It's filled with dozens upon dozens of tiny 2/3 page filler paragraphs about this and that little detail of Angular. I did not enjoy this book at all or get anything from it whatsoever.,I've read hundreds of technical books over the decades and this has to be the worst.,statement,0.888733327,POSITIVE,0.998913169,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",C Smith,,Strange writing style,Reviewed in the United States 🇺🇸 on 27 May 2019,I've read hundreds of technical books over the decades and this has to be the worst. It's filled with dozens upon dozens of tiny 2/3 page filler paragraphs about this and that little detail of Angular. I did not enjoy this book at all or get anything from it whatsoever.,It's filled with dozens upon dozens of tiny 2/3 page filler paragraphs about this and that little detail of Angular.,statement,0.575713277,POSITIVE,0.998718739,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",C Smith,,Strange writing style,Reviewed in the United States 🇺🇸 on 27 May 2019,I've read hundreds of technical books over the decades and this has to be the worst. It's filled with dozens upon dozens of tiny 2/3 page filler paragraphs about this and that little detail of Angular. I did not enjoy this book at all or get anything from it whatsoever.,I did not enjoy this book at all or get anything from it whatsoever.,statement,0.988473594,POSITIVE,0.998874485,2
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Qi,,Looks different from the same book of my friend,Reviewed in the United States 🇺🇸 on 15 July 2019,The content is fine. But this is not same thing with that book of my friend. This is thicker and the paper quality is not as good as my friend’s book.,The content is fine.,statement,0.639411449,NEGATIVE,0.995410979,3
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Qi,,Looks different from the same book of my friend,Reviewed in the United States 🇺🇸 on 15 July 2019,The content is fine. But this is not same thing with that book of my friend. This is thicker and the paper quality is not as good as my friend’s book.,But this is not same thing with that book of my friend.,command,0.751578093,POSITIVE,0.998358667,3
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition",Qi,,Looks different from the same book of my friend,Reviewed in the United States 🇺🇸 on 15 July 2019,The content is fine. But this is not same thing with that book of my friend. This is thicker and the paper quality is not as good as my friend’s book.,This is thicker and the paper quality is not as good as my friend’s book.,statement,0.925279677,NEGATIVE,0.983576477,3
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,gg,,good book to understand on all areas of Power BI,Reviewed in India 🇮🇳 on 20 November 2018,book gives very good scenario's on all areas of power BI. But the examples and scenarios are not completely re producible with code samples. otherwise in overall the book is good.,book gives very good scenario's on all areas of power BI.,statement,0.980592847,NEGATIVE,0.999492288,4
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,gg,,good book to understand on all areas of Power BI,Reviewed in India 🇮🇳 on 20 November 2018,book gives very good scenario's on all areas of power BI. But the examples and scenarios are not completely re producible with code samples. otherwise in overall the book is good.,But the examples and scenarios are not completely re producible with code samples.,statement,0.940947056,NEGATIVE,0.999505997,4
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,gg,,good book to understand on all areas of Power BI,Reviewed in India 🇮🇳 on 20 November 2018,book gives very good scenario's on all areas of power BI. But the examples and scenarios are not completely re producible with code samples. otherwise in overall the book is good.,otherwise in overall the book is good.,statement,0.920981884,NEGATIVE,0.998795509,4
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Rokkyy,,For beginners..?,Reviewed in India 🇮🇳 on 6 July 2019,is this book for beginners..?,is this book for beginners..?,statement,0.990323186,POSITIVE,0.998841584,4
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,,Very poorly written and difficult to follow,Reviewed in the United Kingdom 🇬🇧 on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book.",Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI.,statement,0.925184786,POSITIVE,0.997568548,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,,Very poorly written and difficult to follow,Reviewed in the United Kingdom 🇬🇧 on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book.","However, The content itself is very difficult to follow and key explanations of 'why' are missing.",statement,0.98976934,POSITIVE,0.998540163,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,,Very poorly written and difficult to follow,Reviewed in the United Kingdom 🇬🇧 on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book.",It fails to explain why one technique would be better used than another.,statement,0.980495512,POSITIVE,0.998934805,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,,Very poorly written and difficult to follow,Reviewed in the United Kingdom 🇬🇧 on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book.","X does this, Y does that, but not which to use and when.",statement,0.989442348,POSITIVE,0.99890399,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,,Very poorly written and difficult to follow,Reviewed in the United Kingdom 🇬🇧 on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book.","It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4.",statement,0.957515419,POSITIVE,0.98293674,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,,Very poorly written and difficult to follow,Reviewed in the United Kingdom 🇬🇧 on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book.",This makes it even harder to understand.,question,0.648370743,NEGATIVE,0.701398492,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,A G.,,Very poorly written and difficult to follow,Reviewed in the United Kingdom 🇬🇧 on 3 June 2019,"Looking at the Table of Contents this appears to be a comprehensive book to help with the setting up and administering of Microsoft PowerBI. However, The content itself is very difficult to follow and key explanations of 'why' are missing. It fails to explain why one technique would be better used than another. X does this, Y does that, but not which to use and when.
It also bounces around with Chapter 1 referencing Chapter 2, Chapter 3 and Chapter 4. This makes it even harder to understand.
Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book.","Terms are constantly introduced with no explanation, to be frank its more lite a novel than an educational or instructive book.",statement,0.984403849,POSITIVE,0.998800874,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Gerry,,Terrible!,Reviewed in the United Kingdom 🇬🇧 on 13 January 2019,This book might have some good content but I think its terrible because you cannot follow the examples given. This is because the actual database used to create all the examples shown is a modified version of the Adventure Works DW. I see no reason why this not provided in the code files. Its fine if you just want to read it as a novel but i prefer to get my hands dirty.,This book might have some good content but I think its terrible because you cannot follow the examples given.,statement,0.968778789,POSITIVE,0.998919487,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Gerry,,Terrible!,Reviewed in the United Kingdom 🇬🇧 on 13 January 2019,This book might have some good content but I think its terrible because you cannot follow the examples given. This is because the actual database used to create all the examples shown is a modified version of the Adventure Works DW. I see no reason why this not provided in the code files. Its fine if you just want to read it as a novel but i prefer to get my hands dirty.,This is because the actual database used to create all the examples shown is a modified version of the Adventure Works DW.,statement,0.983446538,POSITIVE,0.998741329,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Gerry,,Terrible!,Reviewed in the United Kingdom 🇬🇧 on 13 January 2019,This book might have some good content but I think its terrible because you cannot follow the examples given. This is because the actual database used to create all the examples shown is a modified version of the Adventure Works DW. I see no reason why this not provided in the code files. Its fine if you just want to read it as a novel but i prefer to get my hands dirty.,I see no reason why this not provided in the code files.,statement,0.977331936,POSITIVE,0.998287261,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Gerry,,Terrible!,Reviewed in the United Kingdom 🇬🇧 on 13 January 2019,This book might have some good content but I think its terrible because you cannot follow the examples given. This is because the actual database used to create all the examples shown is a modified version of the Adventure Works DW. I see no reason why this not provided in the code files. Its fine if you just want to read it as a novel but i prefer to get my hands dirty.,Its fine if you just want to read it as a novel but i prefer to get my hands dirty.,statement,0.990435898,POSITIVE,0.998189509,1
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Richard Walker,,Very useful for developing integrated knowledge and MS technologies contained around PowerBI.,Reviewed in the United Kingdom 🇬🇧 on 30 January 2019,I have found this to be a thorough and extremely useful tool to plan the development and scaling of internal and external solutions for PowerBI and Azure AD B2B. This is a great add on to other books written by the likes of Ferrari and Russo.,I have found this to be a thorough and extremely useful tool to plan the development and scaling of internal and external solutions for PowerBI and Azure AD B2B.,statement,0.993814111,POSITIVE,0.998900533,5
Mastering Microsoft Power Bi: Expert techniques for effective data analytics and business intelligence,Richard Walker,,Very useful for developing integrated knowledge and MS technologies contained around PowerBI.,Reviewed in the United Kingdom 🇬🇧 on 30 January 2019,I have found this to be a thorough and extremely useful tool to plan the development and scaling of internal and external solutions for PowerBI and Azure AD B2B. This is a great add on to other books written by the likes of Ferrari and Russo.,This is a great add on to other books written by the likes of Ferrari and Russo.,statement,0.98041153,POSITIVE,0.996968091,5
